"fname","lname","week","yr","actual","rating","home","pts_1y","xpa_1y","xpm_1y","fga_1y","fgm_1y","gt50_1y","pts_2y","xpa_2y","xpm_2y","fga_2y","fgm_2y","gt50_2y","xpa_1wk","xpm_1wk","fga_1wk","fgm_1wk","gt50_1wk","xpa_2wk","xpm_2wk","fga_2wk","fgm_2wk","gt50_2wk"
" Matt"," Prater","7","2014","6","26","1","162","75","75","26","25","6","139","55","55","32","26","3","2","2","3","1","1","2","2","3","1","1"
" Josh"," Scobee","7","2014","6","16","1","99","23","22","25","23","4","95","19","18","28","25","1","2","2","1","0","0","2","2","1","0","0"
" Caleb"," Sturgis","7","2014","9","7","0","117","33","33","34","26","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Ryan"," Succop","7","2014","5","23","0","120","52","52","28","22","1","105","17","17","34","28","2","1","1","3","3","0","1","1","3","3","0"
" Shaun"," Suisham","7","2014","12","2","1","129","39","39","32","30","0","120","34","34","31","28","1","1","1","1","1","0","1","1","1","1","0"
" Justin"," Tucker","7","2014","9","17","1","152","26","26","41","38","6","140","42","42","33","30","4","6","6","3","2","0","6","6","3","2","0"
" Adam"," Vinatieri","7","2014","11","20","1","147","34","34","40","35","4","123","37","37","33","26","4","3","3","2","2","0","3","3","2","2","0"
" Blair"," Walsh","7","2014","12","6","0","125","44","43","30","26","2","161","36","36","38","35","10","0","0","1","1","0","0","0","1","1","0"
" Greg"," Zuerlein","7","2014","4","22","1","114","34","34","28","26","1","109","26","26","31","23","7","2","2","1","1","0","2","2","1","1","0"
" Dan"," Bailey","8","2014","5","22","1","143","47","47","30","28","6","130","37","37","31","29","3","4","4","1","1","0","4","4","1","1","0"
" Matt"," Bryant","8","2014","3","5","1","117","39","39","27","24","3","151","44","44","38","33","4","1","1","1","0","0","1","1","1","0","0"
" Randy"," Bullock","8","2014","12","16","0","106","26","26","35","26","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","3","0","2","2","3","3","0"
" Dan"," Carpenter","8","2014","15","24","0","139","32","32","36","33","4","96","26","26","27","22","2","2","2","1","1","0","2","2","1","1","0"
" Chandler"," Catanzaro","8","2014","6","1","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Mason"," Crosby","8","2014","11","24","0","151","42","42","37","33","5","117","50","50","33","21","2","5","5","1","1","0","5","5","1","1","0"
" Billy"," Cundiff","8","2014","13","25","1","99","32","32","26","21","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","0","0","2","2","0","0","0","2","2","0"
" Nick"," Folk","8","2014","7","6","1","132","27","27","36","33","3","99","30","30","27","21","3","1","1","5","4","0","1","1","5","4","0"
" Kai"," Forbath","8","2014","8","15","0","82","26","26","22","18","1","86","34","33","18","17","1","1","1","4","4","0","1","1","4","4","0"
" Graham"," Gano","8","2014","9","21","1","126","42","42","27","24","6","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Stephen"," Gostkowski","8","2014","15","13","1","168","44","44","41","38","5","157","66","66","35","29","2","3","3","2","2","0","3","3","2","2","0"
" Robbie"," Gould","8","2014","1","3","0","129","46","45","29","26","3","100","33","33","25","21","2","2","2","0","0","0","2","2","0","0","0"
" Shayne"," Graham","8","2014","14","12","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","146","45","45","38","31","4","2","2","3","3","0","2","2","3","3","0"
" Stephen"," Hauschka","8","2014","9","17","0","149","44","44","35","33","3","120","48","46","27","24","1","2","2","2","2","0","2","2","2","2","0"
" Sebastian"," Janikowski","8","2014","7","11","0","106","37","37","30","21","3","130","25","25","34","31","6","1","1","2","2","1","1","1","2","2","1"
" Brandon"," McManus","8","2014","5","14","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","6","6","0","0","0","6","6","0","0","0"
" Nick"," Novak","8","2014","3","13","0","148","42","42","37","34","2","91","33","33","20","18","2","2","2","2","2","0","2","2","2","2","0"
" Matt"," Prater","8","2014","10","18","0","162","75","75","26","25","6","139","55","55","32","26","3","3","3","1","1","0","3","3","1","1","0"
" Cairo"," Santos","8","2014","12","23","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","3","0","2","2","3","3","0"
" Josh"," Scobee","8","2014","7","2","1","99","23","22","25","23","4","95","19","18","28","25","1","3","3","1","1","0","3","3","1","1","0"
" Caleb"," Sturgis","8","2014","9","19","0","117","33","33","34","26","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","4","2","0","3","3","4","2","0"
" Ryan"," Succop","8","2014","4","4","1","120","52","52","28","22","1","105","17","17","34","28","2","2","2","1","1","0","2","2","1","1","0"
" Shaun"," Suisham","8","2014","7","8","1","129","39","39","32","30","0","120","34","34","31","28","1","3","3","3","3","0","3","3","3","3","0"
" Justin"," Tucker","8","2014","14","21","0","152","26","26","41","38","6","140","42","42","33","30","4","3","3","2","2","0","3","3","2","2","0"
" Adam"," Vinatieri","8","2014","10","10","0","147","34","34","40","35","4","123","37","37","33","26","4","3","3","2","2","1","3","3","2","2","1"
" Blair"," Walsh","8","2014","7","23","0","125","44","43","30","26","2","161","36","36","38","35","10","1","1","3","3","1","1","1","3","3","1"
" Greg"," Zuerlein","8","2014","1","12","0","114","34","34","28","26","1","109","26","26","31","23","7","4","4","1","0","0","4","4","1","0","0"
" Dan"," Bailey","9","2014","7","10","1","143","47","47","30","28","6","130","37","37","31","29","3","2","2","1","1","0","2","2","1","1","0"
" Randy"," Bullock","9","2014","3","1","1","106","26","26","35","26","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","3","3","0","3","3","3","3","0"
" Chandler"," Catanzaro","9","2014","4","12","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Billy"," Cundiff","9","2014","10","20","1","99","32","32","26","21","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","3","1","2","2","3","3","1"
" Nick"," Folk","9","2014","4","11","0","132","27","27","36","33","3","99","30","30","27","21","3","2","2","1","1","1","2","2","1","1","1"
" Kai"," Forbath","9","2014","8","4","0","82","26","26","22","18","1","86","34","33","18","17","1","2","2","2","2","0","2","2","2","2","0"
" Graham"," Gano","9","2014","4","23","1","126","42","42","27","24","6","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","0","0","3","3","0","0","0","3","3","0"
" Stephen"," Gostkowski","9","2014","13","16","1","168","44","44","41","38","5","157","66","66","35","29","2","6","6","3","3","0","6","6","3","3","0"
" Shayne"," Graham","9","2014","4","16","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","146","45","45","38","31","4","5","5","3","3","0","5","5","3","3","0"
" Stephen"," Hauschka","9","2014","12","24","1","149","44","44","35","33","3","120","48","46","27","24","1","1","1","2","2","1","1","1","2","2","1"
" Sebastian"," Janikowski","9","2014","6","15","0","106","37","37","30","21","3","130","25","25","34","31","6","1","1","2","2","0","1","1","2","2","0"
" Brandon"," McManus","9","2014","3","3","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","5","5","1","0","0","5","5","1","0","0"
" Patrick"," Murray","9","2014","5","9","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","2","2","1","1","1","2","2","1"
" Mike"," Nugent","9","2014","7","18","1","112","53","52","22","18","3","94","35","35","23","19","1","3","3","2","2","0","3","3","2","2","0"
" Cody"," Parkey","9","2014","7","2","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","2","1","2","2","2","2","1"
" Cairo"," Santos","9","2014","6","24","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","2","2","1","4","4","2","2","1"
" Josh"," Scobee","9","2014","5","17","0","99","23","22","25","23","4","95","19","18","28","25","1","1","1","3","2","0","1","1","3","2","0"
" Caleb"," Sturgis","9","2014","13","19","1","117","33","33","34","26","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","2","2","0","3","3","2","2","0"
" Shaun"," Suisham","9","2014","5","6","1","129","39","39","32","30","0","120","34","34","31","28","1","7","7","0","0","0","7","7","0","0","0"
" Justin"," Tucker","9","2014","5","8","0","152","26","26","41","38","6","140","42","42","33","30","4","1","1","3","3","2","1","1","3","3","2"
" Adam"," Vinatieri","9","2014","16","23","0","147","34","34","40","35","4","123","37","37","33","26","4","4","4","2","2","0","4","4","2","2","0"
" Blair"," Walsh","9","2014","3","22","1","125","44","43","30","26","2","161","36","36","38","35","10","1","1","3","2","0","1","1","3","2","0"
" Greg"," Zuerlein","9","2014","7","13","0","114","34","34","28","26","1","109","26","26","31","23","7","1","1","1","0","0","1","1","1","0","0"
" Dan"," Bailey","10","2014","9","20","0","143","47","47","30","28","6","130","37","37","31","29","3","2","2","2","1","1","2","2","2","1","1"
" Josh"," Brown","10","2014","5","16","0","102","31","31","26","23","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Chandler"," Catanzaro","10","2014","7","18","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","0","0","0","4","4","0","0","0"
" Billy"," Cundiff","10","2014","6","21","0","99","32","32","26","21","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","3","3","0","1","1","3","3","0"
" Phil"," Dawson","10","2014","9","25","0","148","44","44","36","32","4","130","29","29","31","29","7","1","1","2","1","0","1","1","2","1","0"
" Nick"," Folk","10","2014","8","12","1","132","27","27","36","33","3","99","30","30","27","21","3","1","1","1","1","0","1","1","1","1","0"
" Graham"," Gano","10","2014","3","1","0","126","42","42","27","24","6","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Shayne"," Graham","10","2014","6","15","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","146","45","45","38","31","4","4","4","0","0","0","4","4","0","0","0"
" Stephen"," Hauschka","10","2014","8","26","1","149","44","44","35","33","3","120","48","46","27","24","1","3","3","4","3","0","3","3","4","3","0"
" Sebastian"," Janikowski","10","2014","5","17","1","106","37","37","30","21","3","130","25","25","34","31","6","3","3","2","1","0","3","3","2","1","0"
" Brandon"," McManus","10","2014","11","29","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","0","0","3","3","1","0","0"
" Patrick"," Murray","10","2014","7","19","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","1","0","2","2","3","1","0"
" Mike"," Nugent","10","2014","3","9","1","112","53","52","22","18","3","94","35","35","23","19","1","4","4","1","1","0","4","4","1","1","0"
" Cody"," Parkey","10","2014","9","22","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","1","1","0","4","4","1","1","0"
" Cairo"," Santos","10","2014","5","8","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Josh"," Scobee","10","2014","1","14","1","99","23","22","25","23","4","95","19","18","28","25","1","2","2","1","1","0","2","2","1","1","0"
" Caleb"," Sturgis","10","2014","12","7","0","117","33","33","34","26","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","4","3","0","4","4","4","3","0"
" Shaun"," Suisham","10","2014","9","27","0","129","39","39","32","30","0","120","34","34","31","28","1","5","5","0","0","0","5","5","0","0","0"
" Justin"," Tucker","10","2014","3","22","1","152","26","26","41","38","6","140","42","42","33","30","4","2","2","1","1","0","2","2","1","1","0"
" Greg"," Zuerlein","10","2014","2","5","0","114","34","34","28","26","1","109","26","26","31","23","7","1","1","2","2","0","1","1","2","2","0"
" Josh"," Brown","11","2014","4","10","1","102","31","31","26","23","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Matt"," Bryant","11","2014","13","22","0","117","39","39","27","24","3","151","44","44","38","33","4","1","1","4","4","0","1","1","4","4","0"
" Dan"," Carpenter","11","2014","9","2","0","139","32","32","36","33","4","96","26","26","27","22","2","1","1","2","2","0","1","1","2","2","0"
" Chandler"," Catanzaro","11","2014","2","7","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","2","1","0","4","4","2","1","0"
" Mason"," Crosby","11","2014","11","1","1","151","42","42","37","33","5","117","50","50","33","21","2","7","7","2","2","1","7","7","2","2","1"
" Billy"," Cundiff","11","2014","1","3","1","99","32","32","26","21","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","2","1","0","3","3","2","1","0"
" Phil"," Dawson","11","2014","10","24","0","148","44","44","36","32","4","130","29","29","31","29","7","3","3","2","2","0","3","3","2","2","0"
" Graham"," Gano","11","2014","5","18","1","126","42","42","27","24","6","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","0","0","0","3","3","0","0","0"
" Robbie"," Gould","11","2014","3","10","1","129","46","45","29","26","3","100","33","33","25","21","2","2","2","0","0","0","2","2","0","0","0"
" Shayne"," Graham","11","2014","4","21","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","146","45","45","38","31","4","3","3","1","1","0","3","3","1","1","0"
