"fname","lname","week","yr","actual","rating","home","pts_1y","ruyds_1y","rutd_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","ruatt_2y","ruyds_2y","rutd_2y","rerec_2y","reyds_2y","retd_2y","ruyds_1wk","rutd_1wk","rerec_1wk","reyds_1wk","retd_1wk","ruyds_2wk","rutd_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" DeAndre"," Hopkins","5","2014","6","13","0","82","0","0","52","802","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","64","1","0","0","6","116","0"
" DeSean"," Jackson","5","2014","21","20","1","182","2","0","82","1332","9","76","3","-7","0","45","700","2","0","0","1","9","0","0","0","5","117","1"
" Dez"," Bryant","5","2014","14","2","1","195","1","0","93","1233","13","203","2","-5","0","92","1382","12","0","0","3","44","1","0","0","6","89","1"
" Dwayne"," Bowe","5","2014","4","12","0","90","0","0","57","673","5","92","0","0","0","59","801","3","0","0","5","81","0","0","0","3","32","0"
" Eddie"," Royal","5","2014","4","17","1","105","21","0","47","631","8","27","3","22","0","23","234","1","0","0","5","105","2","0","0","4","42","2"
" Golden"," Tate","5","2014","19","4","1","113","31","0","64","898","5","110","3","20","0","45","688","7","0","0","8","116","0","0","0","5","51","0"
" Greg"," Jennings","5","2014","3","8","0","97","0","0","68","804","4","57","0","0","0","36","366","4","0","0","3","72","0","0","0","5","70","0"
" Hakeem"," Nicks","5","2014","2","9","1","85","0","0","56","896","0","82","0","0","0","53","692","3","0","0","2","12","0","0","0","4","50","1"
" Jason"," Avant","5","2014","4","9","1","50","0","0","38","447","2","59","0","0","0","53","648","0","0","0","2","24","0","0","0","2","12","0"
" Jeremy"," Kerley","5","2014","2","5","0","65","11","0","43","523","3","86","5","8","0","56","827","2","0","0","1","3","0","0","0","7","81","1"
" Jeremy"," Maclin","5","2014","13","17","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","120","0","0","0","69","857","7","0","0","4","57","0","0","0","8","154","1"
" Jordan"," Matthews","5","2014","3","17","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","28","0","0","0","8","59","2"
" Jordy"," Nelson","5","2014","12","15","1","173","0","0","85","1314","8","114","0","0","0","49","745","7","0","0","10","108","2","0","0","5","59","0"
" Julian"," Edelman","5","2014","3","15","1","137","11","0","105","1056","6","40","4","45","0","21","235","3","0","0","4","23","0","5","0","10","84","0"
" Julio"," Jones","5","2014","10","14","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","173","6","30","0","79","1198","10","0","0","6","82","0","0","0","9","161","2"
" Justin"," Brown","5","2014","2","21","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","5","0","0","0","2","10","0"
" Justin"," Hunter","5","2014","15","16","1","55","0","0","18","354","4","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","12","0","0","0","3","37","0"
" Keenan"," Allen","5","2014","2","17","1","143","0","0","71","1046","8","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","10","135","0","0","0","2","17","0"
" Kelvin"," Benjamin","5","2014","2","9","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","76","1","0","0","8","115","1"
" Kendall"," Wright","5","2014","20","16","1","113","0","0","94","1079","2","78","1","4","0","64","626","4","0","0","5","55","0","0","0","5","44","0"
" Malcom"," Floyd","5","2014","7","17","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","105","0","0","0","56","814","5","0","0","3","39","1","0","0","2","98","0"
" Marques"," Colston","5","2014","6","13","1","118","0","0","75","943","5","168","0","0","0","83","1154","10","0","0","5","50","0","0","0","2","25","1"
" Philly"," Brown","5","2014","2","9","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","35","0","0","0","7","66","0"
" Pierre"," Garcon","5","2014","2","20","1","155","19","0","113","1346","5","82","2","9","0","44","633","4","0","0","2","28","0","0","0","11","138","1"
" Preston"," Parker","5","2014","5","15","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","29","0","0","0","3","33","0"
" Randall"," Cobb","5","2014","9","15","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","145","10","132","0","80","954","8","0","0","7","113","2","0","0","3","29","0"
" Reggie"," Wayne","5","2014","7","9","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","159","1","-5","0","106","1355","5","0","0","7","119","1","0","0","4","62","0"
" Riley"," Cooper","5","2014","9","17","1","128","18","0","47","835","8","39","0","0","0","23","248","3","0","0","6","54","0","0","0","4","34","0"
" Robert"," Woods","5","2014","3","6","0","73","16","0","40","587","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","17","0","0","0","3","19","0"
" Rueben"," Randle","5","2014","9","15","1","92","0","0","41","611","6","44","0","0","0","19","298","3","0","0","8","89","0","0","0","5","27","0"
" Sammy"," Watkins","5","2014","8","6","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","30","1","0","0","2","19","0"
" Steve"," Smith","5","2014","2","7","0","94","0","0","64","745","4","144","3","27","0","85","1287","4","0","0","7","139","2","0","0","5","101","0"
" Stevie"," Johnson","5","2014","6","15","1","74","10","0","52","597","3","132","0","0","0","79","1046","6","0","0","1","12","1","0","0","9","103","0"
" Terrance"," Williams","5","2014","13","2","1","98","4","0","44","736","5","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","77","2","0","0","2","32","1"
" Torrey"," Smith","5","2014","3","7","0","132","0","0","65","1128","4","127","3","9","0","49","855","8","0","0","2","53","1","0","0","2","25","0"
" TY"," Hilton","5","2014","9","9","1","132","6","0","82","1083","5","127","5","29","0","50","861","7","5","0","6","105","0","0","0","5","80","0"
" Vincent"," Jackson","5","2014","14","23","0","156","0","0","78","1224","7","181","0","0","0","72","1384","8","0","0","3","32","1","0","0","2","15","1"
" Allen"," Robinson","6","2014","6","13","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","51","0","0","0","5","38","0"
" Alshon"," Jeffery","6","2014","13","14","0","187","105","0","89","1421","7","51","0","0","0","24","367","3","0","0","6","97","1","12","0","4","39","1"
" Andre"," Roberts","6","2014","4","10","0","51","0","0","43","471","2","100","4","29","0","64","759","5","0","0","5","29","1","2","0","1","18","1"
" Andre"," Johnson","6","2014","14","5","1","161","0","0","109","1407","5","176","0","0","0","112","1598","4","0","0","5","58","0","0","0","6","71","0"
" Anquan"," Boldin","6","2014","15","18","0","153","11","0","85","1179","7","111","1","3","0","65","921","4","0","0","4","72","0","0","0","5","62","0"
" Antonio"," Brown","6","2014","11","14","0","191","4","0","110","1499","8","98","7","24","0","66","787","5","0","0","5","84","0","0","0","7","131","2"
" Brandon"," Marshall","6","2014","11","14","0","198","0","0","100","1295","12","210","1","-2","0","118","1508","11","0","0","3","44","0","0","0","2","19","1"
" Brandon"," Lloyd","6","2014","14","18","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","108","0","0","0","74","911","4","0","0","3","76","0","0","0","2","28","0"
" Brandon"," LaFell","6","2014","21","8","0","86","15","0","49","627","5","88","3","35","0","44","677","4","0","0","1","20","0","0","0","6","119","1"
" Davante"," Adams","6","2014","7","10","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","11","1","0","0","2","18","0"
" Denard"," Robinson","6","2014","3","13","0","2","66","0","0","0","0","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","6","0","2","-1","0","25","0","3","7","0"
" DeSean"," Jackson","6","2014","17","10","0","182","2","0","82","1332","9","76","3","-7","0","45","700","2","0","0","5","157","1","0","0","1","9","0"
" Dez"," Bryant","6","2014","6","16","0","195","1","0","93","1233","13","203","2","-5","0","92","1382","12","0","0","9","85","1","0","0","3","44","1"
" Eddie"," Royal","6","2014","10","21","0","105","21","0","47","631","8","27","3","22","0","23","234","1","0","0","3","40","0","0","0","5","105","2"
" Golden"," Tate","6","2014","4","13","0","113","31","0","64","898","5","110","3","20","0","45","688","7","0","0","7","134","1","0","0","8","116","0"
" Greg"," Salas","6","2014","2","12","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","12","0","0","0","2","60","0"
" Greg"," Jennings","6","2014","3","3","1","97","0","0","68","804","4","57","0","0","0","36","366","4","0","0","2","31","0","0","0","3","72","0"
" Jarius"," Wright","6","2014","3","3","1","57","0","0","26","434","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","27","0","0","0","8","132","0"
" Jason"," Avant","6","2014","4","17","0","50","0","0","38","447","2","59","0","0","0","53","648","0","0","0","2","42","0","0","0","2","24","0"
" Jerricho"," Cotchery","6","2014","5","17","0","113","-5","0","46","602","10","17","0","0","0","17","205","0","0","0","3","46","0","0","0","5","80","0"
" Jordan"," Matthews","6","2014","5","12","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","35","0","0","0","4","28","0"
" Jordy"," Nelson","6","2014","16","10","0","173","0","0","85","1314","8","114","0","0","0","49","745","7","0","0","1","66","1","0","0","10","108","2"
" Julian"," Edelman","6","2014","10","8","0","137","11","0","105","1056","6","40","4","45","0","21","235","3","0","0","5","35","0","0","0","4","23","0"
" Julio"," Jones","6","2014","6","7","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","173","6","30","0","79","1198","10","0","0","11","105","0","0","0","6","82","0"
" Justin"," Hunter","6","2014","7","20","1","55","0","0","18","354","4","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","99","1","0","0","1","12","0"
" Kamar"," Aiken","6","2014","8","14","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","8","0","0","0","1","22","0"
" Keenan"," Allen","6","2014","2","21","0","143","0","0","71","1046","8","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","25","0","0","0","10","135","0"
" Kelvin"," Benjamin","6","2014","10","17","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","38","0","0","0","5","76","1"
" Lance"," Moore","6","2014","8","14","0","52","0","0","37","457","2","137","0","0","0","65","1041","6","0","0","1","26","0","0","0","1","12","0"
" Louis"," Murphy","6","2014","13","9","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","32","1","3","0","25","336","1","0","0","3","35","1","0","0","6","99","0"
" Malcom"," Floyd","6","2014","16","21","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","105","0","0","0","56","814","5","0","0","3","72","0","0","0","3","39","1"
" Markus"," Wheaton","6","2014","3","14","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","17","0","-7","0","4","57","0"
" Michael"," Crabtree","6","2014","10","18","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","159","1","8","0","85","1105","9","0","0","1","16","0","0","0","5","43","0"
" Nate"," Washington","6","2014","2","20","1","104","0","0","58","919","3","92","0","0","0","46","746","4","0","0","4","57","0","0","0","1","20","0"
" Pierre"," Garcon","6","2014","9","10","0","155","19","0","113","1346","5","82","2","9","0","44","633","4","0","0","2","23","0","0","0","2","28","0"
" Randall"," Cobb","6","2014","11","10","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","145","10","132","0","80","954","8","0","0","3","34","1","0","0","7","113","2"
" Reggie"," Wayne","6","2014","3","2","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","159","1","-5","0","106","1355","5","0","0","7","77","0","0","0","7","119","1"
" Riley"," Cooper","6","2014","5","12","1","128","18","0","47","835","8","39","0","0","0","23","248","3","0","0","4","33","1","0","0","6","54","0"
" Robert"," Woods","6","2014","15","4","1","73","16","0","40","587","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","37","0","0","0","3","17","0"
