"fname","lname","week","yr","actual","rating","home","pts_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","rerec_2y","reyds_2y","retd_2y","pts_1wk","rerec_1wk","reyds_1wk","retd_1wk","pts_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Marcedes"," Lewis","14","2015","1","14","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","55","25","359","4","0","1","7","0","2","1","24","0"
" Mychal"," Rivera","14","2015","10","1","0","70","58","534","4","61","38","407","4","1","2","13","0","2","2","28","0"
" Owen"," Daniels","14","2015","4","14","1","70","48","527","4","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","13","0","4","5","48","0"
" Richard"," Rodgers","14","2015","6","23","1","31","20","225","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","20","8","146","1","3","4","30","0"
" Ryan"," Griffin","14","2015","2","12","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","3","29","1","13","4","72","1"
" Travis"," Kelce","14","2015","1","24","1","105","67","862","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","2","42","0","12","4","69","1"
" Will"," Tye","14","2015","9","16","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","3","70","0","7","6","74","0"
" Zach"," Miller","14","2015","14","14","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","63","33","387","5","0","1","6","0","7","2","10","1"
" Antonio"," Gates","15","2015","8","17","1","148","69","821","12","104","77","872","4","7","6","76","0","5","6","50","0"
" Austin"," Seferian-Jenkins","15","2015","8","8","0","29","21","221","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","31","0","3","3","31","0"
" Benjamin"," Watson","15","2015","10","21","1","20","20","136","2","31","19","226","2","7","7","70","0","9","4","38","1"
" Blake"," Bell","15","2015","4","7","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","3","49","0","0","1","5","0"
" Brent"," Celek","15","2015","3","4","1","33","32","340","1","76","32","502","6","0","1","1","0","1","1","16","0"
" Cameron"," Brate","15","2015","2","8","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","16","0","1","2","12","0"
" Clive"," Walford","15","2015","1","9","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","3","47","0","5","5","53","0"
" Coby"," Fleener","15","2015","1","10","1","118","51","774","8","81","52","608","4","0","1","6","0","2","4","20","0"
" Darren"," Fells","15","2015","5","10","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","3","43","0","2","1","22","0"
" Delanie"," Walker","15","2015","18","8","0","105","63","890","4","87","60","571","6","7","7","71","0","15","8","92","1"
" Eric"," Ebron","15","2015","7","24","0","26","25","248","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","3","27","0","6","2","9","1"
" Gary"," Barnidge","15","2015","8","5","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","13","127","2","14","5","84","1","5","5","59","0"
" Greg"," Olsen","15","2015","13","9","0","131","84","1008","6","110","73","816","6","5","3","52","0","11","9","129","0"
" Jared"," Cook","15","2015","6","13","1","75","52","634","3","89","51","671","5","1","1","11","0","2","3","22","0"
" Jason"," Witten","15","2015","4","12","1","93","64","703","5","127","73","851","8","4","5","40","0","4","5","46","0"
" Jordan"," Reed","15","2015","20","18","1","42","50","465","0","65","45","499","3","18","9","120","1","3","3","33","0"
" Julius"," Thomas","15","2015","7","18","1","116","43","489","12","144","65","788","12","11","5","54","1","7","2","15","1"
" Kyle"," Rudolph","15","2015","2","25","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","6","6","67","0","1","3","13","0"
" Ladarius"," Green","15","2015","1","17","1","19","19","226","0","53","17","376","3","2","2","26","0","2","2","21","0"
" Luke"," Willson","15","2015","1","20","1","50","22","362","3","28","20","272","1","0","1","8","0","3","2","36","0"
" Marcedes"," Lewis","15","2015","2","18","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","55","25","359","4","1","1","14","0","0","1","7","0"
" Mychal"," Rivera","15","2015","2","9","1","70","58","534","4","61","38","407","4","10","3","49","1","1","2","13","0"
" Owen"," Daniels","15","2015","1","6","0","70","48","527","4","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","3","43","0","1","2","13","0"
" Ryan"," Griffin","15","2015","3","14","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","1","20","0","8","3","29","1"
" Travis"," Kelce","15","2015","7","23","0","105","67","862","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","3","18","0","5","2","42","0"
" Will"," Tye","15","2015","10","3","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","9","5","30","1","7","3","70","0"
" Zach"," Ertz","15","2015","13","4","1","79","58","702","3","64","36","469","4","9","5","98","0","6","2","9","1"
" Zach"," Miller","15","2015","5","11","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","63","33","387","5","14","5","85","1","0","1","6","0"
" Antonio"," Gates","16","2015","1","17","0","148","69","821","12","104","77","872","4","8","6","88","0","7","6","76","0"
" Austin"," Seferian-Jenkins","16","2015","12","27","1","29","21","221","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","3","29","1","3","3","31","0"
" Brent"," Celek","16","2015","1","14","1","33","32","340","1","76","32","502","6","3","2","31","0","0","1","1","0"
" Cameron"," Brate","16","2015","4","27","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","3","20","0","1","2","16","0"
" Clive"," Walford","16","2015","2","28","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","10","0","4","3","47","0"
" Coby"," Fleener","16","2015","1","21","0","118","51","774","8","81","52","608","4","1","1","12","0","0","1","6","0"
" Delanie"," Walker","16","2015","5","7","1","105","63","890","4","87","60","571","6","18","2","64","2","7","7","71","0"
" Eric"," Ebron","16","2015","4","25","1","26","25","248","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","4","79","0","2","3","27","0"
" Gary"," Barnidge","16","2015","4","3","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","13","127","2","8","3","29","1","14","5","84","1"
" Greg"," Olsen","16","2015","4","19","0","131","84","1008","6","110","73","816","6","13","6","79","1","5","3","52","0"
" Heath"," Miller","16","2015","4","24","0","88","66","761","3","57","58","593","1","1","3","12","0","6","10","66","0"
" Jason"," Witten","16","2015","1","18","0","93","64","703","5","127","73","851","8","4","5","49","0","4","5","40","0"
" Jordan"," Cameron","16","2015","3","14","1","51","24","424","2","127","80","917","7","0","1","5","0","3","3","35","0"
" Jordan"," Reed","16","2015","24","12","0","42","50","465","0","65","45","499","3","20","7","84","2","18","9","120","1"
" Julius"," Thomas","16","2015","1","26","0","116","43","489","12","144","65","788","12","7","6","79","0","11","5","54","1"
" Kyle"," Rudolph","16","2015","11","13","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","21","0","6","6","67","0"
" Ladarius"," Green","16","2015","2","17","0","19","19","226","0","53","17","376","3","1","2","13","0","2","2","26","0"
" Marcedes"," Lewis","16","2015","1","26","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","55","25","359","4","2","1","26","0","1","1","14","0"
" Owen"," Daniels","16","2015","7","8","1","70","48","527","4","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","14","0","4","3","43","0"
" Rob"," Gronkowski","16","2015","8","16","0","178","82","1124","12","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","11","5","54","1","14","4","87","1"
" Ryan"," Griffin","16","2015","1","22","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","2","30","0","2","1","20","0"
" Travis"," Kelce","16","2015","10","22","1","105","67","862","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","6","73","0","1","3","18","0"
" Will"," Tye","16","2015","2","9","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","5","43","1","9","5","30","1"
" Zach"," Ertz","16","2015","11","14","1","79","58","702","3","64","36","469","4","13","8","78","1","9","5","98","0"
" Zach"," Miller","16","2015","6","15","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","63","33","387","5","5","6","57","0","14","5","85","1"
" Antonio"," Gates","17","2015","9","1","0","148","69","821","12","104","77","872","4","1","2","11","0","8","6","88","0"
" Austin"," Seferian-Jenkins","17","2015","4","5","0","29","21","221","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","12","2","60","1","8","3","29","1"
" Benjamin"," Watson","17","2015","11","17","0","20","20","136","2","31","19","226","2","0","1","5","0","10","6","49","1"
" Brent"," Celek","17","2015","3","13","0","33","32","340","1","76","32","502","6","1","1","18","0","3","2","31","0"
" Cameron"," Brate","17","2015","1","5","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","1","46","0","2","3","20","0"
" Clive"," Walford","17","2015","4","2","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","1","22","0","1","2","10","0"
" Coby"," Fleener","17","2015","14","21","1","118","51","774","8","81","52","608","4","1","2","13","0","1","1","12","0"
" Delanie"," Walker","17","2015","12","12","0","105","63","890","4","87","60","571","6","5","9","59","0","18","2","64","2"
" Dion"," Sims","17","2015","4","11","1","35","24","284","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","8","0","0","1","9","0"
" Eric"," Ebron","17","2015","8","27","0","26","25","248","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","49","0","7","4","79","0"
" Gary"," Barnidge","17","2015","6","7","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","13","127","2","4","3","47","0","8","3","29","1"
" Greg"," Olsen","17","2015","1","14","1","131","84","1008","6","110","73","816","6","4","4","40","0","13","6","79","1"
" Heath"," Miller","17","2015","7","20","0","88","66","761","3","57","58","593","1","4","5","49","0","1","3","12","0"
" James"," Hanna","17","2015","2","12","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","10","0","1","1","17","0"
" Jason"," Witten","17","2015","11","12","1","93","64","703","5","127","73","851","8","1","1","12","0","4","5","49","0"
" Jordan"," Cameron","17","2015","6","11","1","51","24","424","2","127","80","917","7","3","3","34","0","0","1","5","0"
" Jordan"," Reed","17","2015","4","26","0","42","50","465","0","65","45","499","3","24","9","129","2","20","7","84","2"
" Julius"," Thomas","17","2015","1","4","0","116","43","489","12","144","65","788","12","1","2","12","0","7","6","79","0"
" Marcedes"," Lewis","17","2015","4","4","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","55","25","359","4","1","1","13","0","2","1","26","0"
" Maxx"," Williams","17","2015","5","10","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","16","0","3","5","31","0"
" Owen"," Daniels","17","2015","1","25","1","70","48","527","4","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","5","70","0","1","2","14","0"
" Richard"," Rodgers","17","2015","11","8","1","31","20","225","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","2","0","0","1","7","0"
" Rob"," Gronkowski","17","2015","1","17","0","178","82","1124","12","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","4","86","0","11","5","54","1"
" Ryan"," Griffin","17","2015","2","18","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","13","0","3","2","30","0"
" Travis"," Kelce","17","2015","1","14","1","105","67","862","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","6","43","1","7","6","73","0"
" Vance"," McDonald","17","2015","3","9","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","8","8","119","0","12","5","61","1","1","1","10","0"
" Will"," Tye","17","2015","12","11","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","3","28","0","10","5","43","1"
" Zach"," Ertz","17","2015","15","13","0","79","58","702","3","64","36","469","4","11","13","122","0","13","8","78","1"
